RowId,YearStart,YearEnd,LocationAbbr,state,Datasource,Class,Topic,Question,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
BRFSS~2019~2022~29~Q30~TCC01~AGE~RACE,2019,2022,MO,Missouri,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-92.56630005 38.63579078),C06,TCC01,Q30,29,AGE,5064,RACE,NAA
BRFSS~2022~2022~9001~Q31~TCC02~AGE~RACE,2022,2022,NRE,Northeast,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,82.8,82.8,&,Regional estimates may not represent all states in the region,30.8,98.1,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,C06,TCC02,Q31,9001,AGE,5064,RACE,ASN
BRFSS~2019~2022~32~Q31~TCC02~AGE~RACE,2019,2022,NV,Nevada,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-117.0718406 39.49324039),C06,TCC02,Q31,32,AGE,65PLUS,RACE,HIS
BRFSS~2019~2022~48~Q31~TCC02~AGE~RACE,2019,2022,TX,Texas,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-99.42677021 31.82724041),C06,TCC02,Q31,48,AGE,5064,RACE,ASN
BRFSS~2019~2022~54~Q30~TCC01~AGE~GENDER,2019,2022,WV,West Virginia,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,12.9,12.9,,,10.4,15.9,Age Group,65 years or older,Gender,Male,POINT (-80.71264013 38.6655102),C06,TCC01,Q30,54,AGE,65PLUS,GENDER,MALE
BRFSS~2019~2022~31~Q30~TCC01~AGE~RACE,2019,2022,NE,Nebraska,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-99.36572062 41.64104099),C06,TCC01,Q30,31,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~9002~Q30~TCC01~AGE~RACE,2022,2022,MDW,Midwest,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,1.4,1.4,&,Regional estimates may not represent all states in the region,0.3,5.9,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,C06,TCC01,Q30,9002,AGE,5064,RACE,ASN
BRFSS~2019~2022~40~Q30~TCC01~AGE~OVERALL,2019,2022,OK,Oklahoma,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,14.5,14.5,,,13.1,16.2,Age Group,Overall,,,POINT (-97.52107021 35.47203136),C06,TCC01,Q30,40,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2019~2022~50~Q41~TCC03~AGE~GENDER,2019,2022,VT,Vermont,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,19.8,19.8,,,14.7,26.1,Age Group,Overall,Gender,Female,POINT (-72.51764079 43.62538124),C06,TCC03,Q41,50,AGE,AGE_OVERALL,GENDER,FEMALE
BRFSS~2019~2022~10~Q30~TCC01~AGE~GENDER,2019,2022,DE,Delaware,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,7.7,7.7,,,4.7,12.4,Age Group,65 years or older,Gender,Male,POINT (-75.57774117 39.00883067),C06,TCC01,Q30,10,AGE,65PLUS,GENDER,MALE
BRFSS~2019~2022~31~Q31~TCC02~AGE~GENDER,2019,2022,NE,Nebraska,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,33.5,33.5,,,25.3,42.8,Age Group,Overall,Gender,Male,POINT (-99.36572062 41.64104099),C06,TCC02,Q31,31,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2019~2022~24~Q31~TCC02~AGE~RACE,2019,2022,MD,Maryland,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,28.4,28.4,,,20.8,37.4,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-76.60926011 39.29058096),C06,TCC02,Q31,24,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2019~2022~17~Q30~TCC01~AGE~RACE,2019,2022,IL,Illinois,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-88.99771018 40.48501028),C06,TCC01,Q30,17,AGE,65PLUS,RACE,BLK
BRFSS~2019~2022~50~Q30~TCC01~AGE~GENDER,2019,2022,VT,Vermont,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,8.6,8.6,,,6.9,10.7,Age Group,50-64 years,Gender,Female,POINT (-72.51764079 43.62538124),C06,TCC01,Q30,50,AGE,5064,GENDER,FEMALE
BRFSS~2019~2022~48~Q41~TCC03~AGE~RACE,2019,2022,TX,Texas,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,34.9,34.9,,,26.7,44.1,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-99.42677021 31.82724041),C06,TCC03,Q41,48,AGE,5064,RACE,WHT
BRFSS~2019~2022~36~Q31~TCC02~AGE~GENDER,2019,2022,NY,New York,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,32.3,32.3,,,23.7,42.3,Age Group,65 years or older,Gender,Male,POINT (-75.54397043 42.82700103),C06,TCC02,Q31,36,AGE,65PLUS,GENDER,MALE
BRFSS~2019~2022~56~Q30~TCC01~AGE~RACE,2019,2022,WY,Wyoming,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-108.1098304 43.23554134),C06,TCC01,Q30,56,AGE,65PLUS,RACE,NAA
BRFSS~2019~2022~33~Q30~TCC01~AGE~GENDER,2019,2022,NH,New Hampshire,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,5.7,5.7,,,4.3,7.6,Age Group,50-64 years,Gender,Female,POINT (-71.50036092 43.65595011),C06,TCC01,Q30,33,AGE,5064,GENDER,FEMALE
BRFSS~2019~2022~56~Q31~TCC02~AGE~RACE,2019,2022,WY,Wyoming,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-108.1098304 43.23554134),C06,TCC02,Q31,56,AGE,5064,RACE,HIS
BRFSS~2019~2022~33~Q31~TCC02~AGE~RACE,2019,2022,NH,New Hampshire,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,29.7,29.7,,,21.3,39.7,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-71.50036092 43.65595011),C06,TCC02,Q31,33,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~9001~Q30~TCC01~AGE~RACE,2022,2022,NRE,Northeast,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,10.7,10.7,&,Regional estimates may not represent all states in the region,6.4,17.5,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC01,Q30,9001,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2019~2022~53~Q41~TCC03~AGE~OVERALL,2019,2022,WA,Washington,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,27.0,27.0,,,20.8,34.4,Age Group,65 years or older,,,POINT (-120.4700108 47.52227863),C06,TCC03,Q41,53,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~9001~Q31~TCC02~AGE~RACE,2022,2022,NRE,Northeast,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,51.8,51.8,&,Regional estimates may not represent all states in the region,17.0,84.9,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC02,Q31,9001,AGE,5064,RACE,BLK
BRFSS~2019~2022~54~Q31~TCC02~AGE~RACE,2019,2022,WV,West Virginia,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-80.71264013 38.6655102),C06,TCC02,Q31,54,AGE,5064,RACE,HIS
BRFSS~2019~2022~17~Q31~TCC02~AGE~RACE,2019,2022,IL,Illinois,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-88.99771018 40.48501028),C06,TCC02,Q31,17,AGE,5064,RACE,HIS
BRFSS~2022~2022~9004~Q31~TCC02~AGE~OVERALL,2022,2022,WEST,West,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,43.2,43.2,&,Regional estimates may not represent all states in the region,34.4,52.4,Age Group,50-64 years,,,,C06,TCC02,Q31,9004,AGE,5064,OVERALL,OVERALL
BRFSS~2019~2022~35~Q30~TCC01~AGE~GENDER,2019,2022,NM,New Mexico,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,15.4,15.4,,,12.5,18.8,Age Group,65 years or older,Gender,Male,POINT (-106.240581 34.52088095),C06,TCC01,Q30,35,AGE,65PLUS,GENDER,MALE
BRFSS~2019~2022~11~Q31~TCC02~AGE~RACE,2019,2022,DC,District of Columbia,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-77.036871 38.907192),C06,TCC02,Q31,11,AGE,5064,RACE,WHT
BRFSS~2019~2022~05~Q30~TCC01~AGE~RACE,2019,2022,AR,Arkansas,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-92.27449074 34.74865012),C06,TCC01,Q30,5,AGE,5064,RACE,NAA
BRFSS~2019~2022~11~Q31~TCC02~AGE~RACE,2019,2022,DC,District of Columbia,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,57.6,57.6,,,41.1,72.5,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-77.036871 38.907192),C06,TCC02,Q31,11,AGE,65PLUS,RACE,BLK
BRFSS~2019~2022~29~Q30~TCC01~AGE~RACE,2019,2022,MO,Missouri,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-92.56630005 38.63579078),C06,TCC01,Q30,29,AGE,5064,RACE,HIS
BRFSS~2019~2022~47~Q41~TCC03~AGE~GENDER,2019,2022,TN,Tennessee,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,21.9,21.9,,,15.3,30.3,Age Group,65 years or older,Gender,Male,POINT (-85.77449091 35.68094058),C06,TCC03,Q41,47,AGE,65PLUS,GENDER,MALE
BRFSS~2022~2022~9004~Q31~TCC02~AGE~RACE,2022,2022,WEST,West,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,48.0,48.0,&,Regional estimates may not represent all states in the region,10.7,87.7,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,C06,TCC02,Q31,9004,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2022~2022~9003~Q42~TCC04~AGE~RACE,2022,2022,SOU,South,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,46.4,46.4,&,Regional estimates may not represent all states in the region,29.3,64.3,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC04,Q42,9003,AGE,5064,RACE,BLK
BRFSS~2019~2022~08~Q30~TCC01~AGE~RACE,2019,2022,CO,Colorado,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-106.1336109 38.84384076),C06,TCC01,Q30,8,AGE,65PLUS,RACE,HIS
BRFSS~2019~2022~10~Q30~TCC01~AGE~RACE,2019,2022,DE,Delaware,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-75.57774117 39.00883067),C06,TCC01,Q30,10,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2019~2022~26~Q31~TCC02~AGE~RACE,2019,2022,MI,Michigan,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-84.71439027 44.66131954),C06,TCC02,Q31,26,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2019~2022~24~Q41~TCC03~AGE~RACE,2019,2022,MD,Maryland,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-76.60926011 39.29058096),C06,TCC03,Q41,24,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2019~2022~19~Q41~TCC03~AGE~OVERALL,2019,2022,IA,Iowa,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,33.7,33.7,,,23.5,45.6,Age Group,65 years or older,,,POINT (-93.81649056 42.46940091),C06,TCC03,Q41,19,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2019~2022~11~Q30~TCC01~AGE~RACE,2019,2022,DC,District of Columbia,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-77.036871 38.907192),C06,TCC01,Q30,11,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2019~2022~33~Q41~TCC03~AGE~GENDER,2019,2022,NH,New Hampshire,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,27.7,27.7,,,19.3,38.0,Age Group,Overall,Gender,Female,POINT (-71.50036092 43.65595011),C06,TCC03,Q41,33,AGE,AGE_OVERALL,GENDER,FEMALE
BRFSS~2019~2022~11~Q41~TCC03~AGE~RACE,2019,2022,DC,District of Columbia,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-77.036871 38.907192),C06,TCC03,Q41,11,AGE,5064,RACE,WHT
BRFSS~2019~2022~51~Q31~TCC02~AGE~RACE,2019,2022,VA,Virginia,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-78.45789046 37.54268067),C06,TCC02,Q31,51,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2019~2022~29~Q30~TCC01~AGE~RACE,2019,2022,MO,Missouri,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,11.2,11.2,,,9.3,13.5,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-92.56630005 38.63579078),C06,TCC01,Q30,29,AGE,5064,RACE,WHT
BRFSS~2019~2022~54~Q31~TCC02~AGE~GENDER,2019,2022,WV,West Virginia,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,49.8,49.8,,,42.1,57.5,Age Group,Overall,Gender,Female,POINT (-80.71264013 38.6655102),C06,TCC02,Q31,54,AGE,AGE_OVERALL,GENDER,FEMALE
BRFSS~2019~2022~08~Q30~TCC01~AGE~RACE,2019,2022,CO,Colorado,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-106.1336109 38.84384076),C06,TCC01,Q30,8,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2019~2022~24~Q30~TCC01~AGE~GENDER,2019,2022,MD,Maryland,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,12.1,12.1,,,9.8,14.9,Age Group,Overall,Gender,Male,POINT (-76.60926011 39.29058096),C06,TCC01,Q30,24,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2019~2022~28~Q31~TCC02~AGE~GENDER,2019,2022,MS,Mississippi,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,55.6,55.6,,,45.3,65.4,Age Group,50-64 years,Gender,Female,POINT (-89.53803082 32.7455101),C06,TCC02,Q31,28,AGE,5064,GENDER,FEMALE
BRFSS~2019~2022~41~Q31~TCC02~AGE~OVERALL,2019,2022,OR,Oregon,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,34.1,34.1,,,23.6,46.4,Age Group,50-64 years,,,POINT (-120.1550313 44.56744942),C06,TCC02,Q31,41,AGE,5064,OVERALL,OVERALL
BRFSS~2019~2022~22~Q31~TCC02~AGE~RACE,2019,2022,LA,Louisiana,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-92.44568007 31.31266064),C06,TCC02,Q31,22,AGE,5064,RACE,ASN
BRFSS~2019~2022~37~Q30~TCC01~AGE~RACE,2019,2022,NC,North Carolina,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-79.15925046 35.46622098),C06,TCC01,Q30,37,AGE,65PLUS,RACE,HIS
BRFSS~2019~2022~20~Q31~TCC02~AGE~GENDER,2019,2022,KS,Kansas,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,22.1,22.1,,,14.1,32.8,Age Group,65 years or older,Gender,Male,POINT (-98.20078123 38.3477403),C06,TCC02,Q31,20,AGE,65PLUS,GENDER,MALE
BRFSS~2019~2022~10~Q30~TCC01~AGE~GENDER,2019,2022,DE,Delaware,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,9.4,9.4,,,7.4,11.9,Age Group,Overall,Gender,Female,POINT (-75.57774117 39.00883067),C06,TCC01,Q30,10,AGE,AGE_OVERALL,GENDER,FEMALE
BRFSS~2019~2022~04~Q41~TCC03~AGE~GENDER,2019,2022,AZ,Arizona,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,17.9,17.9,,,11.8,26.2,Age Group,Overall,Gender,Male,POINT (-111.7638113 34.86597028),C06,TCC03,Q41,4,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2022~2022~9002~Q42~TCC04~AGE~OVERALL,2022,2022,MDW,Midwest,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,45.2,45.2,&,Regional estimates may not represent all states in the region,40.4,50.2,Age Group,65 years or older,,,,C06,TCC04,Q42,9002,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2019~2022~06~Q31~TCC02~AGE~GENDER,2019,2022,CA,California,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Gender,Male,POINT (-120.9999995 37.63864012),C06,TCC02,Q31,6,AGE,5064,GENDER,MALE
